Time	Stock	Brd	Price	Qty	BT	BC	SC	ST	
16:14:56	BRMS	RG	1,230	50	D	BQ	XC	D	
16:14:53	BRMS	RG	1,230	1	D	BQ	SQ	D	
16:14:36	BRMS	RG	1,230	100	D	BQ	YJ	D	
16:14:16	BRMS	RG	1,230	250	D	BQ	OD	D	
16:13:59	BRMS	RG	1,230	10	D	BQ	CC	D	
16:13:20	BRMS	RG	1,230	1	D	BQ	XL	D	
16:13:20	BRMS	RG	1,230	47	D	BQ	XC	D	
16:12:40	BRMS	RG	1,230	3	D	BQ	CC	D	
16:11:29	BRMS	RG	1,230	5	D	BQ	OD	D	
16:11:27	BRMS	RG	1,230	1	D	BQ	CP	D	
16:11:14	BRMS	RG	1,230	80	D	BQ	XL	D	
16:11:11	BRMS	RG	1,230	40	D	BQ	EP	D	
16:11:08	BRMS	RG	1,230	1	D	BQ	XL	D	
16:10:29	BRMS	RG	1,230	580	D	BQ	AZ	D	
16:10:16	BRMS	RG	1,230	2	D	BQ	XL	D	
16:10:10	BRMS	RG	1,230	78	D	BQ	CC	D	
16:10:09	BRMS	RG	1,230	100	D	BQ	YJ	D	
16:09:49	BRMS	RG	1,230	229	D	BQ	CP	D	
16:08:59	BRMS	RG	1,230	5	D	BQ	XC	D	
16:08:57	BRMS	RG	1,230	55	D	BQ	XL	D	
16:08:57	BRMS	RG	1,230	250	D	BQ	XC	D	
16:08:46	BRMS	RG	1,230	1	D	BQ	CC	D	
16:08:45	BRMS	RG	1,230	35	D	BQ	XL	D	
16:08:44	BRMS	RG	1,230	8	D	BQ	AN	D	
16:07:08	BRMS	RG	1,230	1	D	BQ	CC	D	
16:07:03	BRMS	RG	1,230	31	D	BQ	YP	D	
16:06:46	BRMS	RG	1,230	1	D	BQ	SQ	D	
16:06:43	BRMS	RG	1,230	1,000	D	BQ	GR	D	
16:06:34	BRMS	RG	1,230	2	D	BQ	YP	D	
16:06:25	BRMS	RG	1,230	240	D	BQ	CC	D	
16:06:11	BRMS	RG	1,230	9	D	BQ	AT	D	
16:06:03	BRMS	RG	1,230	11	D	BQ	XL	D	
16:06:02	BRMS	RG	1,230	2	D	BQ	XL	D	
16:05:47	BRMS	RG	1,230	761	D	BQ	LG	D	
16:05:16	BRMS	RG	1,230	120	D	BQ	CC	D	
16:05:12	BRMS	RG	1,230	1	D	BQ	XL	D	
16:04:58	BRMS	RG	1,230	42	D	BQ	XL	D	
16:04:57	BRMS	RG	1,230	1	D	BQ	CC	D	
16:04:57	BRMS	RG	1,230	65	D	BQ	CC	D	
16:04:50	BRMS	RG	1,230	10	D	BQ	OD	D	
16:04:38	BRMS	RG	1,230	5	D	BQ	SQ	D	
16:04:34	BRMS	RG	1,230	1	D	BQ	PD	D	
16:04:17	BRMS	RG	1,230	104	D	BQ	XL	D	
16:04:11	BRMS	RG	1,230	400	D	BQ	YP	D	
